,review_id,compound_unclean
663,R3CQ8XG5E0ZGTX,0.2982
664,R2U1JLZVQ9LLV7,0.6696
665,R1QYKMRAETXE1K,0.4939
666,R3V2AG6LMV2T3E,0.2732
667,ROMVEKIPI4VL3,0.0
668,R2S0VDK666BMFX,0.0
669,RVUBAGLBR2LE0,0.7351
670,R2VQZMF96BI5KB,0.8074
671,RBJG8F91FZ9CO,0.8271
672,R13UQIRMF4A3HY,0.6249
673,RNU4F673NZGNI,-0.9472
674,R32SYN8FBR7AS1,-0.5498
675,R3ELIJQNB089K7,0.0
676,R8PLGHH8KPBS9,0.9402
677,R2I6UFYNI14HCE,0.4404
678,RFQWR7AVWLPXM,0.6249
679,R3I06BAH42IPBJ,-0.9085
680,R13CFSYILSJG0N,0.0
681,R2PY5DX7X2ZCHW,0.5106
682,R2VS5U36BIZB18,0.3071
683,R23036MN9KAAPS,0.7096
684,R2DSVF1S5LKKKI,0.8908
685,R2MPNF13C4S6Q9,0.4927
686,R1338K8UYV8HZ1,0.2481
687,R670U3MGCVROB,-0.9524
688,R2HF3YU3JDHWO8,-0.4576
689,RRI3SDWMUUX2B,-0.4588
690,R1MT9C1H122ANO,0.6249
691,R3DM0ZTAKBIB63,0.5399
692,R3SBO9S7I5CVX2,0.4927
693,R195BT6M1SP8KJ,0.1779
694,RPUGWP0LCC28K,0.7964
695,R2KFL3P1EFTHTJ,0.4215
696,R2D3DACG6K35HD,0.8875
697,R2M244T74CS5RU,0.9925
698,RSCQIQA1FUSCC,-0.7683
699,R1JWFHW000EXOJ,0.7814
700,R32U1NQBYQZ25L,-0.674
701,R21ZHN7HZQ4DT0,-0.7477
702,R125HPYFQA8JKV,0.6249
703,R29V2MIP5U8S8Z,0.9528
704,R16V54BMMQVX29,0.7906
705,RYDRY2GX0USZV,0.6249
706,R1XAAPLLT9FSEQ,0.9081
707,R1RGAFRSVLSSSX,0.9095
708,R3NFW4UN13B7D8,0.959
709,R3QZ6PGTONL75S,0.8122
710,R1SW10SZ8UM5MG,0.3755
711,R1YD12YIL2K78U,-0.6792
712,R2EAH2FUVZ71JB,0.0387
713,R3DMMPG214UA6P,-0.5994
714,RZKM3551JXN69,0.9109
715,R3QAG768FAJG62,0.274
716,R2R34MPQP9G5MD,0.1531
717,R1WR75PSD62OOR,0.7334
718,R2N85EZCY74DGM,0.784
719,R1SK73HDWIV2ZJ,-0.8395
720,R2UTDN8Q1ABCRJ,0.6249
721,R19CK8VFWCUZG,0.2303
722,RS2FTER0J3IF4,-0.9229
723,R1AAPM6CPT575Q,0.457
724,R1ZW5IK60I5UKH,0.0
725,R24WXOHCH3DPTT,0.0
726,R14KLU6IY5CNTL,-0.9354
727,R1V2KT1FCF466O,0.296
728,R10L5LKFPRBOV7,0.8051
729,RVEIBNEAH17P4,0.9609
730,R3NO3289DOBJQJ,-0.3804
731,R3CU5RD6Q0ML5T,0.946
732,R3QCD7ER70ESKO,0.0
733,R2IXO20AEH99OC,0.6369
734,RBD01D4YPZVWX,0.1531
735,R1SY2M4YIBIK2R,0.8803
736,R30DKM7GZ7L0L5,0.4007
737,RJ9P1K599OVVI,-0.1321
738,R2VP9M9V6F1WH2,0.0
739,RNLNH2HXF98MS,-0.7391
740,R1Z9JF4GYQ50MS,0.8708
741,R341NXZYCNZASE,-0.1531
742,RUTBADGS029BA,-0.9594
743,R1IG56BHB5SCYV,0.0382
744,R2Y6ZSUO4GOE1O,0.3818
745,R10MD4PFSKVX1T,0.8442
746,RB8T19OI7RZK1,0.5927
747,R2R9J1VAZC0DIV,0.4404
748,R1C0VG5UIYP8UX,-0.2656
749,R3VIK1V0N1LACW,-0.5499
750,RZKGNEMPUEKMJ,0.0243
751,R2X4JV0NEOELJW,-0.0516
752,R2AKNCV4GRO3HY,0.926
753,RLBFS6RM93UUX,0.6588
754,R3OVEUJ55AKNG2,0.7184
755,R1ZRMHQTMEVEY7,0.5334
756,R2YXQUCXH8M3NC,0.6997
757,R1TS0D24NLO0SL,0.9593
758,RPDIG53UR875Y,0.6249
759,REX0XLZC35OKC,0.7759
760,R1M8HRW94JOBB1,0.9468
761,R125EO1WML3JBB,0.6486
762,R2EKW6LGZYRL15,-0.7789
763,RXAFCQWGVF27A,0.4215
764,R1C8OJRIQF4KDA,0.9741
765,R2FM5MI8H9AFFL,0.5719
766,R87XGU53ENGPW,0.6887
767,R3GKYXOQ3IS5CY,0.0
768,R20P9L37S796TG,-0.9644
769,R3PFQV0ZVPLIQ7,0.9198
770,R23DGA5HMNMCGQ,0.8148
771,R172GJB6UWYKD1,0.0
772,RLC4M1VKMJSNB,-0.8762
773,R16S8QG8W87YT9,0.7777
774,R3LKXXAXVAHXXZ,0.6669
775,R30Q0MGNLN8GBJ,0.645
776,R5LPOEAPJSGJ5,0.0
777,R3J433F01Z7LY1,-0.3384
778,R1LDDIRM4VDPYI,0.7906
779,R1BNDVB6UBB8MR,0.2755
780,R2FXF4JSMMEPY8,0.9904
781,R2HOXHYCN5R6F7,0.4754
782,R29JKYSXTH4JNW,0.9784
783,R21EXUDSDGHA7,0.2732
784,R3HSOTM59MM0MW,-0.5106
785,R12A4KLY6CDPA7,0.7184
786,R1DCPHU8TZLMJ0,-0.1655
787,RGT7RTQ9BY8O4,0.9828
788,R3LFQF7CCRYE81,0.9245
789,R3CK4WCJW9G7NS,0.9793
790,R3LXY0P3K4YSME,0.0
791,R13A2T7MHMCVBV,0.8925
792,R1CBPEKYJ8YQPP,0.6369
793,R1SUYQBE48R0R1,0.4822
794,R2ZID0KPYT8NHV,0.8553
795,R2J9FNO7ZSV51R,-0.2468
796,R39SV83ZZX24XQ,0.6369
797,R1UTWP9PU37A1F,-0.8394
798,R2H9R03NH66PWI,-0.8422
799,R16NKY9THARB9J,0.8553
800,R15L1BJWZE6NTU,0.7767
801,R22HLWEC0B8MOD,0.9382
802,R216OIG9RINLKW,0.9278
803,RDE458XLZBFN3,0.0
804,R1LE2V8ZGC3JT7,0.6249
805,RWL0C2S2APZ0N,0.9114
806,R2CCQL8HEC4KGX,0.9354
807,R1Y8UV8AFJLV2S,-0.7351
808,R1S7IYPO3CZQDV,0.7328
809,RA0MW5WRB3R2A,0.9653
810,RNVY5R2BNW5O,0.7334
811,R35FNU4OLOJDDC,0.945
812,R344SJ8QI9XE4K,0.7778
813,R3QDY2Y0WMA80X,0.0
814,ROKFZ3TGQAGPS,0.9274
815,R2J74BFOF8DPY8,0.3612
816,R3BFAGWWN9HZLQ,0.6476
817,R23P6V7ZCUIM0H,0.9637
818,R1VVUOLZJ2EI5K,0.891
819,R17V8HQCTYC9EQ,0.835
820,R2UPYJMAU3WLL,-0.6542
821,R1YEHC0T23UYTG,0.872
822,R2QS9OXNP765ZU,0.9463
823,R1FW5QI364TAEX,0.9446
824,R21OUZ54GVFV8P,0.1875
825,R3QXYWV13X4XNK,0.7133
826,R17AUP7F1PQH3K,0.9427
827,R2R6UIGATHKEK6,-0.8797
828,R1JKC7B63KI65G,-0.8484
829,R2LQ9AN9SN4Q95,0.891
830,R1L1PGR5VVGO0M,-0.5228
831,R3K7EPUB47OUKX,0.8889
832,R20YYJ1965C44D,-0.1227
833,R159CDY3VD5V1U,0.2838
834,RZDX4VRVCUOCK,-0.6486
835,R3SVLXRFJREYOB,0.5709
836,R35TMYU4LD2CR9,0.8356
837,R2D2ZXPI7AS6WN,-0.6562
838,R181310HTR4STE,0.4497
839,R3N37YBDQH40GD,0.551
840,R1H89PGKKH9PWQ,-0.4939
841,R1BB5LG9D17Z1P,0.8977
842,R1R8ZG90Q2146L,0.6249
843,RQ94BL1Q67FWI,0.2144
844,R1A3SRGF8ZAK4I,0.8042
845,RXG7NJ14D98OL,0.9258
846,R21BN08F2OOJ6O,0.6249
847,R2I71MWYPLHJD3,-0.5355
848,R3UX81LSF2GQHL,-0.34
849,RM9NY2AHOG368,-0.7845
850,R1P47CKQY2R19Z,-0.6997
851,R2PFS5N7UBE31H,-0.7783
852,RFNQJ0WVS34VV,0.9439
853,R178NJ9WHK671F,0.9246
854,R2XUOZR17OJ3OU,0.765
855,R1IZFY5V28N13Z,-0.8622
856,R2A44J4L9Y2NQ2,0.9497
857,R3DIZUZ7U7LV4G,-0.1531
858,RCKL3MTDQJ3FQ,-0.5863
859,R1O7G248093XFY,0.8979
860,R177R75K29EUIY,-0.0857
861,RCV3R5409QR24,0.9726
862,R2921ZIPUR73AM,0.6015
863,R19SQ1E4S86LPB,0.91
864,RRJD0ED79169E,0.9875
865,RJSUPA9MOV06K,-0.4754
866,R60LIRFAJTG12,-0.25
867,RIQEJNP5PBFYN,-0.4215
868,R1LKB6Y1BNHZZ4,0.6908
869,RDJZSFU49LKTB,0.7964
870,R2FJGSWFLBKLVC,0.6808
871,R16S72WAGG32VQ,0.0
872,R36AWYQSHE6V64,0.6249
873,R1R7FCC6RUFC6M,0.902
874,RIG4F50FF9PTM,0.9818
875,R39EMURUYCKD4L,-0.3291
876,R3FVHCAHOYFNQL,0.9062
877,R8KIDO4F6QWUE,-0.2732
878,R2KWFTBP5XCQVL,-0.9628
879,ROFXLE73ZKI90,0.7777
880,RVDJ44B82LWMK,0.8885
881,R3VQRYWO7NXH44,0.6688
882,R8JRYROQQ1Y5H,0.2382
883,R1CYMYCNEL4YO0,-0.602
884,R2CL10HTXDZJNS,0.8998
885,R24H8XBLDMJVRC,0.1154
886,R22R0UEDVGUFO5,0.8883
887,RTLG4YUK983WM,0.8981
888,RJ4RVIO6H4LD7,-0.7504
889,R20XPZ0F3PMWFO,0.597
890,RUNP0W14HBUKB,0.0
891,R1LYNXQZTZTT4X,0.6249
892,RW0AEPAC3XAM4,0.6956
893,R2EMEKKRRB4Y29,-0.5994
894,RDQ2GD32ZJ4TS,0.0
895,RMBJCZYAKB6E7,0.5889
896,R3SO343054RW5Y,-0.3971
897,R1WLIDZGC92S7H,0.902
898,R2WTZZDXA2D1ZX,0.9488
899,R2UR88BPVO78QI,0.9586
900,R34F2VFYJJ4UMT,0.8697
901,R3O3RVLFV1V618,0.2748
902,RL9TG808Z7ODN,0.7003
903,RVI65OY16DXTS,0.9303
904,R1L0N2TZ286180,0.6157
905,RXNUQB0W9W8QE,0.8554
906,RYF3KI24L1DKG,0.5793
907,RC1Q8FR5H4W6X,-0.1027
908,R30WBHAZLRK50N,0.8655
909,R1NG8R3QR942T5,0.75
910,R1KJNAE664M9QZ,0.9582
911,R2NFVQ5QME7RQT,-0.8184
912,R34IS0PHW3CJND,-0.373
913,R3BFX3YLOCU7JK,0.4404
914,RLG9RZ63N1LCP,0.8805
915,R29SFO5NUUNR67,0.8271
916,RFUBYVW0TXD9U,0.6908
917,R3BXLL7EK43Q2L,0.9226
918,RC0EZ7O95UEU6,0.1002
919,R199B273X5YFK4,0.1901
920,R14FIJZSD3YTKU,0.7783
921,R1D0GYZHUFLTUH,0.8244
922,R274XK6OFC42PS,-0.9466
923,R3QDJ22DMIFWD0,0.9228
924,R2R0Q1TK8OOKRL,0.0
925,R35I3RETO99ZYO,0.0
926,RI0QD919RMYW,0.3856
927,R1E4LIGOERRALZ,0.7479
928,R23NQJCDDXOTOV,-0.6794
929,R2GO12JW5HJKO0,0.5091
930,R2FV2IRFS25EOL,0.9081
931,R75L3FELRZF01,0.2732
932,R3J9ERDOHUPOOW,0.5838
933,R3DB1N7TM3YUFD,0.6857
934,R308NHF9TSNCHE,0.8267
935,RA52BNOP5RSGS,0.9107
936,RDMEJ35HNGDW9,0.5563
937,R39C3IJ675ESEF,0.872
938,R2OK4UWKM5XFCT,0.0
939,R1E870QQGMHIG0,0.9574
940,R15QDMH9BCIO1A,0.8096
941,R1S1P0HL8FOTK9,0.4926
942,R1SWYOR5NMC2IL,-0.8812
943,R1YD2YPDBAX3XH,0.0
944,R1Q2Q0RUDQ8R4D,0.8625
945,R10UAJIB4R2G0R,0.1406
946,R1U3YT1X6MHFBA,-0.8208
947,R2CZGB89UBS5ZQ,0.9934
948,R3QAYNVKOBFL3F,0.743
949,R1M4XTLS090SFH,0.7906
950,R1W99WVF5JEK9T,0.2732
951,R39RXQLH8PGL35,0.8155
952,R5J87FRLU1U8R,0.4404
953,R604ISO4MZRYH,0.8777
954,RW3LUJP65YQ6L,0.0
955,R2NIN11WLAEUNE,-0.6588
956,R22ZZ4XQICS6IG,0.5928
957,R3P8SJEOI6R6P8,0.8442
958,R245MU1ZCJQ77G,0.8565
959,R24211W83A7KND,0.8645
960,R1P4474IKHU51N,0.8117
961,REJSE007FGB2H,0.0772
962,R2S78J70CDQK3H,0.9442
963,R3EBFTG5TWR8ER,-0.4019
964,R2XGJXGAE3SRAY,0.7715
965,R3387Y8CZVXYR4,-0.6868
966,R2PMCNSJZEG9X6,0.4404
967,R383AGH8CJZHPI,-0.0516
968,R36NXL60OBCP1H,0.8932
969,R3LZ1X8GINCBE6,-0.872
970,R3JM24X0EN9YDC,0.9164
971,R20J6PX3XEUE7Q,-0.8166
972,R3DVD9863AY0YN,0.9863
973,R2JEJAMVBRMB16,0.9229
974,R1VNZRE22N2UZW,-0.816
975,R1BWH3ZFGPJWTB,0.9459
976,R23IVVJUMW92QN,-0.8743
977,RQMJZE05H42DY,0.9844
978,R3MQFYBU220JU8,-0.7914
979,R2EZWEW7PXCVTU,0.8221
980,R7JYVC5V7H01R,0.7007
981,R12BW3IESY27E0,-0.6808
982,R2DUKAK9VR1KHF,0.7506
983,R3OW21UERO3YBZ,0.9286
984,RZ9MBA5BZUHVY,0.9978
985,R2GG7YYQBEXHZG,0.5573
986,R2XFK5PNK6M6SS,0.8469
987,RW04SRDCYLZWP,0.9259
988,RPJI2KKQEPLV2,0.3008
989,R4HWP8PKM1MN4,0.8805
990,R353IUZDJCLC7A,-0.6124
991,R17NTD4IO6F622,0.9293
992,R2LJRIVX8BEZ95,0.4404
993,R3CM5ODB9W18L7,0.6808
994,R1D00ZLZNTFKZO,0.8863
995,RUBOK7O88DIKI,0.9882
996,R2U62Q6MUMF9LA,-0.6705
997,RPLQHZIQ2L9XY,0.101
998,R2EMLEIZCHRFFG,0.8994
999,R3GVR7JL38HGCD,0.6993
1000,R3ALI4LCVYF0P1,0.8779
1001,R3VJN75VZKZ598,-0.6353
1002,R227NI3KQIOQEK,0.5574
1003,R1Y4S6T63WNKNI,0.9485
1004,R37HLE4A8ILK0C,-0.9052
1005,R2BDGE7CPY0IBD,0.2617
1006,R1Z3MSC8KV6GK2,-0.9266
1007,R9SQ2EU5HI8PD,0.7845
1008,R17H2H5K17JF45,0.7555
1009,R29ISUBYCJS9CZ,0.8879
1010,R2RSM3EBCFF2F4,-0.9545
1011,R3F50TVGCAJDH3,0.9255
1012,R11LSQHP3G1XGT,0.864
1013,R2LWCPUCEB82HP,-0.5719
1014,R1T5C3IEMUIP4Q,0.8989
1015,R2SJ3QQ4EUXER0,0.743
1016,R3BHJIM18LRQ28,0.819
1017,R3SD1YJSB1ZME0,0.0
1018,R1HWLALX1RAPXX,0.8176
1019,R2TNOFR798YBO6,0.6473
1020,R344YZEO4DYWBD,0.8122
1021,R1468UMXSVLK1U,0.5617
1022,R2CSPP5VTVMCCL,0.7841
1023,R2CPAW0AF1ZYX7,0.139
1024,R7Z00AG9LGKYQ,-0.7096
1025,R1KSXYHP695BW8,0.9426
1026,R2I4OWK8Z0V3HM,0.6557
1027,R363HPUGTG8OEH,0.7832
1028,R1ZFQULWJM466U,0.9325
1029,R31G5UBSO1210X,-0.25
1030,R1JHGV3K9OJZBJ,0.0516
1031,R3D3W2L06AAT10,0.8544
1032,R2XH5X115FOGN9,-0.2755
1033,R3NT4N14Y8SBOV,0.3612
1034,R10Q45CN132QXD,-0.9432
1035,R3CRLSYDVY3QGF,0.0772
1036,R1WE2KIVVJGUA1,-0.8698
1037,R2ZJTZMMWXXBBL,0.9719
1038,R2IGQUCTM9Z0W9,0.959
1039,RUZ6RA77QFFFJ,0.8016
1040,R1OPVHTOGUMD2D,-0.012
1041,R2L4V666PPHHYW,0.6364
1042,R2XW44NFWK28VD,0.7003
1043,R1Y12GBXTIGN02,-0.7326
1044,R1CNG0X7T32D46,-0.7852
1045,R9LMGPYGVQNVO,0.9348
1046,R21IU7DDEUK88V,0.5574
1047,R2TUDWI3U57KLN,0.4215
1048,R30KUFKP69IP4S,0.8555
1049,RTB4XKNR64IPN,0.6908
1050,R3GS3W6EZFWPHG,0.0
1051,R17LBHG5TQINZ4,0.9764
1052,R2KJBNI5ET8EOH,0.0129
1053,R15R315C1588SW,0.2247
1054,ROLVZXYJYIXQ9,-0.9039
1055,R27IKKC0SWNSGB,0.1582
1056,R25WK77SUW9DHD,0.934
1057,R15PL9LBJJZHL9,-0.647
1058,R1MQZFT428M8KW,0.0791
1059,R90RFAEBC09GX,-0.1568
1060,R1FEVPTESSYGBZ,0.996
1061,R2XJPOXVOF69RD,0.9869
1062,R1HSV04H7WO867,0.5545
1063,R978S59HD2KRT,0.6858
1064,R2986E1EQNJIVU,0.8834
1065,RCMU7UJFZ43TG,0.1027
1066,R1UPRJLG0V1Z65,0.9361
1067,RVGUAJR979MKT,-0.5984
1068,R3U37SQ3U1QGOI,-0.9211
1069,R3OVOV4V8UFGHL,0.6124
1070,RL07KT2QC78ZM,-0.9677
1071,R35W5MUP6UWRZG,-0.3309
1072,R1W59KH3NB8J8V,0.8716
1073,R1TZA72JG6MLCP,0.3612
1074,R3MOBHZOOMQN82,-0.9501
1075,R3N3YGIR923G30,-0.1655
1076,R1YOG8NFZE14H1,0.5677
1077,R22LTMS91M7NHB,0.4304
1078,R9TCMHB1Y9ZMF,-0.9522
1079,R33L37MSD1EFZ8,0.9205
1080,R3BHSP5EBOV2X3,0.995
1081,R1WVDDAMSF2LUC,-0.7081
1082,RTN2201XBWOAK,-0.8033
1083,R3C7R0875NDEM3,-0.3811
1084,R2O40D2F3YVB0O,0.7263
1085,R3V4SA2PXHKHYT,0.2142
1086,R3MGOQ5R5FG4OD,0.0606
1087,R1YRQHIPKBO6EJ,-0.8873
1088,R3O0TO2IPIW1C9,0.7311
1089,R1JC5ODZ0ASZMS,-0.6901
1090,R1JONB3N6LXBKA,-0.6679
1091,R39WI60TLVVCSQ,0.1531
1092,R31GX18UO2A06T,-0.5878
1093,R262NC3T5H7IRE,-0.4255
1094,R1OYY7TN6NG3SO,-0.4628
1095,R2AG6HYJ75CYTZ,0.648
1096,R2360DSEVKA7JL,0.1531
1097,RA61WPIMLW9HV,-0.7186
1098,RDVZ2HQ380E4T,0.9067
1099,R4ALA1SDRUYG8,0.9247
1100,ROFEHPUQRIJ0Y,0.8807
1101,R3GNAUFJH68Y5T,-0.0823
1102,R1KKQYEEBY156R,0.9376
1103,R39182U0UURYM7,-0.8519
1104,RQR6D3MALB08Z,0.9332
1105,R36DIS3H3E05OJ,0.0
1106,RBQCZU8MIMIG,-0.5267
1107,R1Z2I4R7DVA86P,0.3804
1108,R3P62TXYHF41WU,0.8008
1109,R40TBM6L82HQM,0.8287
1110,R1FQ4YLU0T98BG,-0.4588
1111,R2ROMQCFGUSNUT,-0.2939
1112,R33DZAUACRDBS7,0.25
1113,R327DRKA5F5EQ8,-0.1502
1114,R19MND8QI69IMC,-0.5983
1115,RWK0OZLJU1VPK,0.8555
1116,R3UGFOG1HPZVJP,0.9132
1117,R2AWDW6E2DCRWH,0.9431
1118,R3SJIKVIV9MKRK,0.4295
1119,R2WKT5MJIEQIFW,-0.2146
1120,R1DLT716Z85RXQ,0.8781
1121,R30M79WWKJ9NZR,-0.1027
1122,R1WYT8CPIY8G7P,-0.8625
1123,R1Q82GLEWWHIJZ,0.8316
1124,R3OAJDED2KQYH5,0.5568
1125,R22285CUV38S5U,0.8577
1126,R2B7R2RXRHBEPI,0.8928
1127,R2HPFQEMDGWP4T,0.9516
1128,R2DD7C7G4AX8N6,0.8262
1129,R13TF1GT9WJIC2,-0.8522
1130,R284KCRVBWCU44,0.7096
1131,R3DW24PEDLMRGW,0.8265
1132,RW59K45TQ2JJC,0.9531
1133,R1DAE12V2E1OO7,0.6287
1134,R3GVPDQXZCOC6G,0.6369
1135,R1VCVDEB0V77H2,-0.4767
1136,R1JFZP960ZVDL7,0.6908
1137,RVPCCJW6JSDKO,0.7941
1138,RFXQD5FSRA8N2,0.3718
1139,R2YPN1N0QDMSGD,-0.6587
1140,R2OA7H2S27EES7,0.988
1141,R72ZW0Z5PGE7F,0.8449
1142,RPTDO0F8CXF0Z,0.8786
1143,R3NZIVRM2AOGZG,0.415
1144,R21UB81I3CFK78,0.9165
1145,RMKGG2RD7B56L,0.8743
1146,R2WC2ZXFVX0K1L,0.6696
1147,R2GRQOYN3H7B0N,-0.5994
1148,R26OQU6TOR04WZ,0.9717
1149,R3F9Z5G6WQM5MW,0.9113
1150,R2WSHVOZZJW9N1,0.0
1151,ROSW24ABOII1J,0.7088
1152,R3K5216XH8Z9MD,0.0
1153,R2A2OG1HSA5H7B,-0.8829
1154,R26F2MZEGLGZ9B,-0.7186
1155,RWBSSWRZI2XS9,0.9632
1156,R2FT6EV16DHZHY,0.7178
1157,RM2XB0N2FFLZ,0.3365
1158,RCSMFVK2G2Q6D,0.7067
1159,R3S4HTKOYP45FX,0.8552
1160,R2T3LD6J8GJ5UG,0.7969
1161,R32ZEE4P94OBFO,0.9817
1162,R2WMKW6SM2XL81,-0.1823
1163,R1QLGV9K99571E,0.5719
1164,R33202RA30C03Y,0.9899
1165,R1NZWT7QI4WFH1,0.9948
1166,R37ZTWMW2DFB6H,-0.631
1167,R179KKSGU4XNV6,-0.1154
1168,R1EGJ6HTR9CPCI,0.0
1169,R1K3UN9JIQ0PPS,0.6059
1170,RUWM9V6OFBXHN,-0.4137
1171,R2A7SAHUN8GM9S,0.3182
1172,R3BWE5N135P48,0.9169
1173,R3VGAWX291HIJO,0.0387
1174,R24CQ832WK2GF0,0.958
1175,RSBMZIIFI0ZXA,0.4417
1176,R2TLD2K8FW73YZ,-0.7992
1177,R2LICHXRAO7O41,-0.6486
1178,R3TLT4TETUGFOC,-0.6597
1179,R37BWUFFI1MHKU,0.6926
1180,RDO858466SV83,0.7635
1181,R11TAJZQFBSQQE,0.0731
1182,R1TWLCQSI2KT9X,0.9805
1183,R1B2D6V1CK5CK1,-0.4991
1184,RX2C8GV8PQDAQ,0.4199
1185,R3DKT78AELIKFS,0.9859
1186,RAT80BXFH79U9,0.9729
1187,R14ND2AEZNF02M,0.8996
1188,R2FMTM9I4UU4OS,0.3506
1189,R15W2RQKSYZG0Q,-0.1779
1190,RCJC9XHW9A6TG,0.8658
1191,R1P533K0BHNL2A,0.0
1192,RBA920XPLL95R,0.643
1193,R28IK8FMRFI06M,0.908
1194,R3IHOUHN0XQQYK,0.8688
1195,R3AZNMFSZ6IC7N,0.9253
1196,RVFRMNN0EDRMN,-0.3551
1197,RA7XKFQRPN13R,0.8659
1198,R1TQUKEMMCII23,0.8324
1199,R271ANGBHHEBVW,0.5696
1200,R2GIM1ZIOXCTFA,0.5343
1201,R3FYF3LK73414F,0.0865
1202,R1SY7MOAMI8L7M,0.8248
1203,R2F1LYDHONWUZF,0.3612
1204,ROFN2O4JXZNJ1,0.9098
1205,R1F6GIY8TY8NKY,-0.4308
1206,R21DTW0OLOUKBV,-0.5574
1207,R34DATUDQS89F0,0.6543
1208,R17S69KWQIU0LU,0.0
1209,R1QC59ZIODDVKT,-0.4019
1210,R3F5HV0O5VW4T5,0.9382
1211,R2V0LJP444IDKV,-0.7957
1212,R32U91EJEO052Q,-0.7227
1213,R1YH3TSRTTJRE1,-0.802
1214,R144OWZGOF24GD,0.9163
1215,R1AVCWG0R65CS3,-0.918
1216,R35KYEAK52C86D,-0.4588
1217,RXYYKMNCLN3KC,0.958
1218,RG92PDW17TT5K,0.0
1219,R1ST18ZX87TCS4,0.6199
1220,R3MHYSFIDE9OBA,0.9724
1221,R1V5CSPGKNAHW4,0.6901
1222,R23WCVAV7EM3FD,0.9448
1223,R5I5M2YR4HMBQ,0.7679
1224,RT0X30TTOWOKR,0.9072
1225,R2KK7SHPB884VA,-0.5563
1226,R3P3ZBEWATNQCI,0.8436
1227,R9L2L50HQOYX,0.9345
1228,R2V5KBS7C4QI2Z,-0.5574
1229,RS7XXF9HJL3LE,0.885
1230,R3VAUXX7QJXIYQ,0.0
1231,R2H9QO531PGK4E,0.7579
1232,R2MM0SFZ3M8HL6,0.4151
1233,R1VG9FEKW0Z4TO,0.2516
1234,R130F6ZWZIWVN2,0.9336
1235,R3CCM892QC5JCA,0.929
1236,R19O01AHUOPP5H,0.9451
1237,RZV2OHYHB78PT,0.9655
1238,R2S1OAPMCZBGLV,0.9694
1239,R3LQ7JPKBZ9X7O,-0.2523
1240,R31DOL0E9JQQOZ,0.8425
1241,R2NJX8IB06HT8S,0.0992
1242,R2AR00AJ7USE0B,0.7351
1243,R33CN1MMFTSEEQ,-0.1254
1244,R387A2ZM3GISL0,0.8439
1245,R2WJX6QPZ6FK6W,0.0
1246,R3H9D2B13FTSAV,0.4404
1247,RDCZ8GWXSGK9S,0.8763
1248,R2ZWA83HPTGNP0,0.8555
1249,R1HHQGRVD30L7C,0.7906
1250,R1642FH7DWV3GR,0.669
1251,RDL6U62MJU873,0.6896
1252,R2RPZ97QTD2P5Q,0.5106
1253,R2ZLCPS8IOBUPP,0.4404
1254,R3P8PBWAZYC3OE,0.2358
1255,R1IL3610LIPDOF,0.7901
1256,R3IDDNQ4K9D2C6,0.5175
1257,R3C2TYCHFD7HZM,0.2514
1258,R18WF5TNVQ2B1D,-0.8847
1259,RJ7OIUICUZBSO,-0.0018
1260,RNXM3T0RRX6C8,0.0129
1261,R1B2PL2TTUVSP,0.9118
1262,R3SLHIN4AAJQN2,0.4071
1263,R34WDZC6E3J74T,-0.5106
1264,RKNPXA0RWXMNN,-0.296
1265,R35EGJHT2U3US1,0.9412
1266,R11S2CWZC3YA1C,0.9178
1267,RPVDK2KFZW6J8,-0.3149
1268,R3MIOPG9F4SJTZ,0.6201
1269,R3RRIIKPJ38WF4,0.8834
1270,R1VC6RBEQY5MTE,0.0818
1271,R1E49ZQCO10AV4,-0.6486
1272,R5JXAJDVTP6T5,0.9551
1273,R25WP0MC9XAGL4,0.831
1274,R13H3VK4P61J3F,-0.4019
1275,RDJ4INZUT08EH,0.1901
1276,RA9X2WNLFN7HB,0.9282
1277,RVP3G9XXKOE0U,-0.2598
1278,R3B796T7QR95MG,0.6248
1279,R1RY36ZKI7MNE5,-0.7783
1280,RKBT6Z513YZ1P,0.7184
1281,RJ9J1SSBL4TX,0.6344
1282,R235JS7JVCGRYJ,0.8225
1283,RF64XU0Q9SSI7,0.9786
1284,RBUHOIPGCIIUV,0.2006
1285,R2Q3MG9GMDSSPD,0.2382
1286,R1BCIXJI33ZW0D,0.6114
1287,RK4304EVK0OHA,0.9631
1288,R3LARHXW38MIJN,0.6478
1289,R9PKHPUR6D6QJ,0.8214
1290,R2DI0SNJ4HR5IQ,0.5499
1291,R1BAMRB7EEGCM6,-0.765
1292,RTJBMSXQRTB2P,-0.8583
1293,R35CPZSQEQ1QJW,0.6373
1294,RUXOSU76EWIC1,0.0
1295,R1ZX2C6HDN8UL7,0.9381
1296,R3LOP36H9WFPJO,0.7906
1297,R11ERE4IAD6JZD,0.4199
1298,R3OIGVEO49MK81,0.9474
1299,R1LH8X2I1A9VHX,-0.2247
1300,R28FDEGAUJI8P9,0.8402
1301,R2Z27LHSVH6USK,0.1386
1302,R3LQMIISQUAJ68,0.9867
1303,R3P2HZTGHR0RAO,-0.296
1304,R22H1MQZ3YQPR1,-0.6941
1305,R700KF525RJF6,0.3983
1306,R2A8J0U92HX2QH,0.7684
1307,RDFEL2E2ULFCQ,0.9065
1308,R1BVH9DPTM166R,0.8012
1309,R1M5NC4XORAEMS,0.8303
